smile,canonical_ikey,name,source,source_id,status,reframedb_url
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,DKNUPRMJNUQNHR,CEP-32496; agerafenib hydrochloride,Selleck Chemicals,S8015,plated and available for follow-up,https://reframedb.org//compound_data/DKNUPRMJNUQNHR;qid=Q27075853
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF,linezolid; Zyvox,Sigma-Aldrich,NA,plated and available for follow-up,https://reframedb.org//compound_data/TYZROVQLWOKYKF;qid=Q82590933
C[C@H](O)C(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1,VPVOXUSPXFPWBN,sepiapterin; sepiapterine,Sigma-Aldrich,S154,plated and available for follow-up,https://reframedb.org//compound_data/VPVOXUSPXFPWBN;qid=Q2271580
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,SWUARLUWKZWEBQ,Caffeic acid phenethyl ester; CAPE,Sigma-Aldrich,C8221,plated and available for follow-up,https://reframedb.org//compound_data/SWUARLUWKZWEBQ;qid=Q72515103
CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS,telatinib; BAY-57-9352,A2Z Chemical,AZM14898,plated and available for follow-up,https://reframedb.org//compound_data/QFCXANHHBCGMAS;qid=Q27252023
O=C(O)c1ccccc1OP(=O)(O)O,FFKUDWZICMJVPA,fosfosal; Aydolid,Life Chemicals,F9995-1274,plated and available for follow-up,https://reframedb.org//compound_data/FFKUDWZICMJVPA;qid=Q27166397
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX,ritonavir; Norvir,Pharmaron,155213-67-5,plated and available for follow-up,https://reframedb.org//compound_data/NCDNCNXCDXHOMX;qid=Q422618
O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,NAXSRXHZFIBFMI,GW 3965,Selleck Chemicals,S2630,plated and available for follow-up,https://reframedb.org//compound_data/NAXSRXHZFIBFMI;qid=Q27077941
COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,XNBRWUQWSKXMPW,Tozadenant; SYN-115,BLD Pharma,BD234839,plated and available for follow-up,https://reframedb.org//compound_data/XNBRWUQWSKXMPW;qid=Q27089009
CC1=CC(=O)c2ccccc2C1=O,MJVAVZPDRWSRRC,menadione; Kappaxin,Target Molecule Corp.,T0449,plated and available for follow-up,https://reframedb.org//compound_data/MJVAVZPDRWSRRC;qid=Q82635101
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE,Daunoxome; Cerubidine,Santa Cruz,sc-200921,plated and available for follow-up,https://reframedb.org//compound_data/STQGQHZAVUOBTE;qid=Q83078439
O=C(O)Cc1ccccc1,WLJVXDMOQOGPHL,NaPa; sodium phenylacetate,TSRI synthesis,Jin Quan:NN17,plated and available for follow-up,https://reframedb.org//compound_data/WLJVXDMOQOGPHL;qid=Q82680477
CCCCCCc1ccc(O)cc1O,WFJIVOKAWHGMBH,Hexylresorcinol,Oxchem,AX8018168,plated and available for follow-up,https://reframedb.org//compound_data/WFJIVOKAWHGMBH;qid=Q229969
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON,Vioxx; rofecoxib,Sigma-Aldrich,3543940633,plated and available for follow-up,https://reframedb.org//compound_data/RZJQGNCSTQAWON;qid=Q82298666
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,JOWXJLIFIIOYMS,CUDC-907; fimepinostat mesylate,Broadpharm,BP-40068,plated and available for follow-up,https://reframedb.org//compound_data/JOWXJLIFIIOYMS;qid=Q27076926
CN(CCCl)CCCl,HAWPXGHAZFHHAD,Clearazide; mechlorethamine hydrochloride,"Ark Pharm, Inc",AK-51730,not plated but available for one-off testing,https://reframedb.org//compound_data/HAWPXGHAZFHHAD;qid=Q418011
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,ASUTZQLVASHGKV,AverTox; galantamine hydrobromide,AvaChem Scientific,1543B,plated and available for follow-up,https://reframedb.org//compound_data/ASUTZQLVASHGKV;qid=Q82598153
O=S(=O)(O)CCS,ZNEWHQLOPFWXOF,Mesnex; mesna,Enamine,EN300-49858,plated and available for follow-up,https://reframedb.org//compound_data/ZNEWHQLOPFWXOF;qid=Q579229
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,DWZAEMINVBZMHQ,gedatolisib; PKI-587,Key Organics,FE-0013,plated and available for follow-up,https://reframedb.org//compound_data/DWZAEMINVBZMHQ;qid=Q27077788
C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C,LFYJSSARVMHQJB,drupanol; bakuchiol; Bakuchiol,MedChem Express,HY-N0235,plated and available for follow-up,https://reframedb.org//compound_data/LFYJSSARVMHQJB;qid=Q4849590
CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN,Carbaril,Enamine,EN300-06105,plated and available for follow-up,https://reframedb.org//compound_data/CVXBEEMKQHEXEN;qid=Q83056902
O=c1c2ccccc2[se]n1-c1ccccc1,DYEFUKCXAQOFHX,Harmokisane; Ebselen,AK Scientific,V1941,plated and available for follow-up,https://reframedb.org//compound_data/DYEFUKCXAQOFHX;qid=Q5332073
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,VFLDPWHFBUODDF,GZ17 6.02,MedChem Express,HY-N0005,plated and available for follow-up,https://reframedb.org//compound_data/VFLDPWHFBUODDF;qid=Q82635629
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,RBTBFTRPCNLSDE,Methyleneblue; MTC,MedChem Express,HY-14536,not plated but available for one-off testing,https://reframedb.org//compound_data/RBTBFTRPCNLSDE;qid=Q27097395
c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY,Mintezol; Thiabendazole,Enamine,EN300-20737,plated and available for follow-up,https://reframedb.org//compound_data/WJCNZQLZVWNLKY;qid=Q82870770
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,OUZWUKMCLIBBOG,Ethoxzolamide,Sigma-Aldrich,333328,plated and available for follow-up,https://reframedb.org//compound_data/OUZWUKMCLIBBOG;qid=Q265352
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,YBJHBAHKTGYVGT,Biotin,ChemSpace,T1116,plated and available for follow-up,https://reframedb.org//compound_data/YBJHBAHKTGYVGT;qid=Q82224660
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,QJZRFPJCWMNVAV,715992; Ispinesib,(Kal) PHARMARON,ABP245-038,plated and available for follow-up,https://reframedb.org//compound_data/QJZRFPJCWMNVAV;qid=Q27166496
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,XRYJULCDUUATMC,CGP-75166; PKI 166,Sigma-Aldrich,SML1095,plated and available for follow-up,https://reframedb.org//compound_data/XRYJULCDUUATMC;qid=Q27088404
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,GLBJJMFZWDBELO,pimobendan; Acardi,Key Organics,KS-1280,plated and available for follow-up,https://reframedb.org//compound_data/GLBJJMFZWDBELO;qid=Q414351
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,VGEREEWJJVICBM,Dihydronaringenin; phloretin; Phloretin,MedChem Express,HY-N0142,plated and available for follow-up,https://reframedb.org//compound_data/VGEREEWJJVICBM;qid=Q2268463
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,OROAFUQRIXKEMV,Eprosartan mesylate; Futuran,Sigma-Aldrich,3515237034,plated and available for follow-up,https://reframedb.org//compound_data/OROAFUQRIXKEMV;qid=Q784717
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,PGAVKCOVUIYSFO,INS-316; UTP,MedChem Express,HY-107372,plated and available for follow-up,https://reframedb.org//compound_data/PGAVKCOVUIYSFO;qid=Q83083003
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,VLSMHEGGTFMBBZ,KAINIC ACID,Sigma-Aldrich,K0250,plated and available for follow-up,https://reframedb.org//compound_data/VLSMHEGGTFMBBZ;qid=Q390239
Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG,riluzole; Exservan,Sigma-Aldrich,110981782,plated and available for follow-up,https://reframedb.org//compound_data/FTALBRSUTCGOEG;qid=Q415744
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX,aripiprazole; Abilify,Abblis Chemicals LLC,AB1006698,plated and available for follow-up,https://reframedb.org//compound_data/CEUORZQYGODEFX;qid=Q82561590
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,YTAOBBFIOAEMLL,Luconac; luliconazole,Sigma-Aldrich,SML 1595-5MG,plated and available for follow-up,https://reframedb.org//compound_data/YTAOBBFIOAEMLL;qid=Q27266357
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY,bendroflumethiazide; Naturetin,Sigma-Aldrich,MFCD00078963,plated and available for follow-up,https://reframedb.org//compound_data/HDWIHXWEUNVBIY;qid=Q82695933
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,RWSXRVCMGQZWBV,Litingnuo; glutathione,ChemSpace,T1085,plated and available for follow-up,https://reframedb.org//compound_data/RWSXRVCMGQZWBV;qid=Q82579229
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW,Bamalite; Agopton,Sigma-Aldrich,L8533,plated and available for follow-up,https://reframedb.org//compound_data/MJIHNNLFOKEZEW;qid=Q82579314
C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,JWJOTENAMICLJG,dutasteride; Jalyn,Sigma-Aldrich,MFCD09843955,plated and available for follow-up,https://reframedb.org//compound_data/JWJOTENAMICLJG;qid=Q424760
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,DJWYOLJPSHDSAL,Pantosin; pantethine,Combi Blocks,SS-2988,plated and available for follow-up,https://reframedb.org//compound_data/DJWYOLJPSHDSAL;qid=Q228762
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,FPIPGXGPPPQFEQ,Retinol,ChemSpace,T1183,plated and available for follow-up,https://reframedb.org//compound_data/FPIPGXGPPPQFEQ;qid=Q424976
N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,SOHCKWZVTCTQBG,donitriptan mesilate; F-12640,Sigma-Aldrich,3544243335,plated and available for follow-up,https://reframedb.org//compound_data/SOHCKWZVTCTQBG;qid=Q19597008
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,XUKUURHRXDUEBC,Atorvaliq; Kolevas,Sigma-Aldrich,MFCD00899261,plated and available for follow-up,https://reframedb.org//compound_data/XUKUURHRXDUEBC;qid=Q83006198
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,OZOMQRBLCMDCEG,Dantrolene sodium; Agilus,Enamine,Z91274084,plated and available for follow-up,https://reframedb.org//compound_data/OZOMQRBLCMDCEG;qid=Q82598206
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,WCDWBPCFGJXFJZ,Radinyl; Etanidazole,MedKoo Biosciences,206031,plated and available for follow-up,https://reframedb.org//compound_data/WCDWBPCFGJXFJZ;qid=Q5402427
NC[C@H](O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ,Norepinephrine bitartrate; DermX,Sigma-Aldrich,A9512,plated and available for follow-up,https://reframedb.org//compound_data/SFLSHLFXELFNJZ;qid=Q27139997
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,SGOIRFVFHAKUTI,tenofovir; (R)-PMPA,"Ark Pharm, Inc",AK-33334,plated and available for follow-up,https://reframedb.org//compound_data/SGOIRFVFHAKUTI;qid=Q90491396
CN1C(=O)CC[C@H]1c1cccnc1,UIKROCXWUNQSPJ,cotinine,Sigma-Aldrich,C5923,plated and available for follow-up,https://reframedb.org//compound_data/UIKROCXWUNQSPJ;qid=Q82340918
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,KHYPYQZQJSBPIX,sematilide; CK-1752,Sigma-Aldrich,3558527622,plated and available for follow-up,https://reframedb.org//compound_data/KHYPYQZQJSBPIX;qid=Q7449133
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY,Cpd S; AZT,Enamine,Z754931264,plated and available for follow-up,https://reframedb.org//compound_data/HBOMLICNUCNMMY;qid=Q27896268
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,OGAKLTJNUQRZJU,Cephadol; diphenidol hydrochloride,Sigma-Aldrich,MFCD00151479,plated and available for follow-up,https://reframedb.org//compound_data/OGAKLTJNUQRZJU;qid=Q5279734
CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,MTHORRSSURHQPZ,Bindarit; AF-2838,Selleck Chemicals,S3032,plated and available for follow-up,https://reframedb.org//compound_data/MTHORRSSURHQPZ;qid=Q27281631
CNCC/C=C/c1cccnc1,JUOSGGQXEBBCJB,Rivanicline; metanicotine,Sigma-Aldrich,PH006788,plated and available for follow-up,https://reframedb.org//compound_data/JUOSGGQXEBBCJB;qid=Q7336984
CCc1cc(C(N)=S)ccn1,AEOCXXJPGCBFJA,ETP; ethionamide,AK Scientific,M381,plated and available for follow-up,https://reframedb.org//compound_data/AEOCXXJPGCBFJA;qid=Q414767
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,PBMSWVPMRUJMPE,Phthalylsulfathiazole,TCI Japan,T0703,plated and available for follow-up,https://reframedb.org//compound_data/PBMSWVPMRUJMPE;qid=Q4493189
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,NWPRCRWQMGIBOT,BHET; etofylline,Enamine,EN300-21180,plated and available for follow-up,https://reframedb.org//compound_data/NWPRCRWQMGIBOT;qid=Q3733837
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,JEYWNNAZDLFBFF,Nafoxidine,Sigma-Aldrich,MFCD00056572,plated and available for follow-up,https://reframedb.org//compound_data/JEYWNNAZDLFBFF;qid=Q6958201
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,IRYFCWPNDIUQOW,Fluanisone,Labotest,LT00071673,plated and available for follow-up,https://reframedb.org//compound_data/IRYFCWPNDIUQOW;qid=Q5462605
Nc1ccc(S(=O)(=O)N([Ag])c2ncccn2)cc1,UEJSSZHHYBHCEL,AgSD; Flamazine,AK Scientific,69422,plated and available for follow-up,https://reframedb.org//compound_data/UEJSSZHHYBHCEL;qid=Q420984
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,UPPMZCXMQRVMME,Valethamate bromide,TCI Europe,V0063,plated and available for follow-up,https://reframedb.org//compound_data/UPPMZCXMQRVMME;qid=Q27276155
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,HUPFGZXOMWLGNK,diflunisal; Dolobid,Sigma-Aldrich,MFCD00057834,plated and available for follow-up,https://reframedb.org//compound_data/HUPFGZXOMWLGNK;qid=Q2602750
CCC(CC)CC1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,YZQLWPMZQVHJED,dalcetrapib; JTT 705,Selleck Chemicals,S2772,plated and available for follow-up,https://reframedb.org//compound_data/YZQLWPMZQVHJED;qid=Q5210285
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO,Leustat; cladribine,MedChem Express,HY-13599,plated and available for follow-up,https://reframedb.org//compound_data/PTOAARAWEBMLNO;qid=Q82003691
CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,TUEWQXNXQFRUTK,OXYTETRACYCLINE,Sigma-Aldrich,MFCD00151234,plated and available for follow-up,https://reframedb.org//compound_data/TUEWQXNXQFRUTK;qid=nan
CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH,Norpramin; desipramine hydrochloride,Sigma-Aldrich,239397196,plated and available for follow-up,https://reframedb.org//compound_data/HCYAFALTSJYZDH;qid=Q82579103
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,FHHHOYXPRDYHEZ,alacepril; Cetapril,Sigma-Aldrich,MFCD00869538,plated and available for follow-up,https://reframedb.org//compound_data/FHHHOYXPRDYHEZ;qid=Q3290792
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CVBMAZKKCSYWQR,Deserpidine,Key Organics,MD-0232,plated and available for follow-up,https://reframedb.org//compound_data/CVBMAZKKCSYWQR;qid=Q5263885
CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,JRLOEMCOOZSCQP,REV-5901A,Cayman Chemical,70600,plated and available for follow-up,https://reframedb.org//compound_data/JRLOEMCOOZSCQP;qid=Q27163617
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZAFYATHCZYHLPB,zolpidem tartrate; Ambien,"Shanghai iChemical Technology Co., Ltd",I06-0128,plated and available for follow-up,https://reframedb.org//compound_data/ZAFYATHCZYHLPB;qid=Q82579588
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,SHZKQBHERIJWAO,Cataclot; ozagrel,Sigma-Aldrich,MFCD06795644,plated and available for follow-up,https://reframedb.org//compound_data/SHZKQBHERIJWAO;qid=Q7116436
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,VLEUZFDZJKSGMX,pTeroPure; pterostilbene; Pterostilbene,MedChem Express,HY-N0828,plated and available for follow-up,https://reframedb.org//compound_data/VLEUZFDZJKSGMX;qid=Q2908011
CC(=O)Nc1ncc([N+](=O)[O-])s1,UJRRDDHEMZLWFI,Aminitrozole,Sigma-Aldrich,33978,plated and available for follow-up,https://reframedb.org//compound_data/UJRRDDHEMZLWFI;qid=Q27272354
O=C1NC(O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UCKYOOZPSJFJIZ,THU; tetrahydrouridine,Merck Chemicals,584222,plated and available for follow-up,https://reframedb.org//compound_data/UCKYOOZPSJFJIZ;qid=Q27237004
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,TVYLLZQTGLZFBW,ConZip; Contramal,Specs,AE-641/00605033,plated and available for follow-up,https://reframedb.org//compound_data/TVYLLZQTGLZFBW;qid=Q83006342
Clc1cccc(SC2CCNCC2)n1,GGALEXMXDMUMDM,Anpirtoline; D-16949,Biotech Organics,CL13098,plated and available for follow-up,https://reframedb.org//compound_data/GGALEXMXDMUMDM;qid=Q27164702
CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,FWFGIHPGRQZWIW,CHR-2797; Tosedostat,Bio-Techne,3595,plated and available for follow-up,https://reframedb.org//compound_data/FWFGIHPGRQZWIW;qid=Q27166812
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,JNTOCHDNEULJHD,penciclovir; Denavir,Sigma-Aldrich,MFCD15142866,plated and available for follow-up,https://reframedb.org//compound_data/JNTOCHDNEULJHD;qid=Q82842559
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N=O)CC[C@@H]4[C@H]3CC[C@@]21CC,FPGXTJXAYVNDRS,Norelgestromin,Sigma-Aldrich,MFCD20133786,plated and available for follow-up,https://reframedb.org//compound_data/FPGXTJXAYVNDRS;qid=nan
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,QGZYDVAGYRLSKP,rocilinostat; ricolinostat,MedChem Express,HY-16026,plated and available for follow-up,https://reframedb.org//compound_data/QGZYDVAGYRLSKP;qid=Q27088553
CNC[C@H](O)c1cccc(O)c1,SONNWYBIRXJNDC,Biomydrin; Alcon Efrin,Sigma-Aldrich,110972921,plated and available for follow-up,https://reframedb.org//compound_data/SONNWYBIRXJNDC;qid=Q421910
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,MBUVEWMHONZEQD,azelastine hydrochloride; Afluon,Selleck Chemicals,S2552,plated and available for follow-up,https://reframedb.org//compound_data/MBUVEWMHONZEQD;qid=Q82695902
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,CFCUWKMKBJTWLW,plicamycin; Mithracin,Toronto Research Chemicals,M369500,plated and available for follow-up,https://reframedb.org//compound_data/CFCUWKMKBJTWLW;qid=Q3906700
COc1ccccc1CN[C@@H]1CCCN[C@@H]1c1ccccc1,DTQNEFOKTXXQKV,CP 99994; CP-99994,Sigma-Aldrich,MFCD18632542,plated and available for follow-up,https://reframedb.org//compound_data/DTQNEFOKTXXQKV;qid=Q82904620
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,BMKDZUISNHGIBY,razoxane; dexrazoxane hydrochloride,Boerchem Pharmtech,BC207848,plated and available for follow-up,https://reframedb.org//compound_data/BMKDZUISNHGIBY;qid=Q524995
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,UCFGDBYHRUNTLO,topotecan hydrochloride; Evotropin,Sigma-Aldrich,1060807576,plated and available for follow-up,https://reframedb.org//compound_data/UCFGDBYHRUNTLO;qid=Q82562327
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE,Rebastinib; rebastinib tosylate,Selleck Chemicals,S2634,plated and available for follow-up,https://reframedb.org//compound_data/WVXNSAVVKYZVOE;qid=Q27088522
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,PQXKDMSYBGKCJA,Latuda; Lurasidone,Sigma-Aldrich,MFCD18917095,plated and available for follow-up,https://reframedb.org//compound_data/PQXKDMSYBGKCJA;qid=Q416992
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,QZVCTJOXCFMACW,phenoxybenzamine hydrochloride; Dibenzyline,Enamine,EN300-52514,plated and available for follow-up,https://reframedb.org//compound_data/QZVCTJOXCFMACW;qid=Q82601998
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,JRURYQJSLYLRLN,Comtan; Comtess,Sigma-Aldrich,MFCD00866580,plated and available for follow-up,https://reframedb.org//compound_data/JRURYQJSLYLRLN;qid=Q416444
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2OC2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,FABUFPQFXZVHFB,Ixempra; ixabepilone,MedChem Express,HY-10222,plated and available for follow-up,https://reframedb.org//compound_data/FABUFPQFXZVHFB;qid=Q27166861
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(N=O)CC[C@@H]4[C@H]3CC[C@@]21CC,SHUKQGIGCAITKX,Norgestimate,Sigma-Aldrich,F______94497,plated and available for follow-up,https://reframedb.org//compound_data/SHUKQGIGCAITKX;qid=nan
NNCCc1ccccc1,RMUCZJUITONUFY,phenelzine sulfate; Nardil,Sigma-Aldrich,3567928411,plated and available for follow-up,https://reframedb.org//compound_data/RMUCZJUITONUFY;qid=Q1747559
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,QMLVECGLEOSESV,danofloxacin mesylate; Advocin,Sigma-Aldrich,33700,plated and available for follow-up,https://reframedb.org//compound_data/QMLVECGLEOSESV;qid=Q5220980
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,IIDJRNMFWXDHID,risedronate sodium; Acrel,AK Scientific,I802,plated and available for follow-up,https://reframedb.org//compound_data/IIDJRNMFWXDHID;qid=Q408724
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC,Nitrazepam; Mogadon,Sigma-Aldrich,N3889-50MG,plated and available for follow-up,https://reframedb.org//compound_data/KJONHKAYOJNZEC;qid=Q410078
CCCCCCCCCC(=O)O,GHVNFZFCNZKVNT,Capric acid; Decanoic acid,MedChem Express,HY-W015309,plated and available for follow-up,https://reframedb.org//compound_data/GHVNFZFCNZKVNT;qid=Q82693993
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,JBDGDEWWOUBZPM,Lasolvan; Ambroxol,Key Organics,KS-5248,plated and available for follow-up,https://reframedb.org//compound_data/JBDGDEWWOUBZPM;qid=Q83006188
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,MYPYJXKWCTUITO,Firvanq; AeroVanc,Sigma-Aldrich,3573979850,not plated but available for one-off testing,https://reframedb.org//compound_data/MYPYJXKWCTUITO;qid=Q424027
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1,NGBKFLTYGSREKK,MDL 28170,Sigma-Aldrich,3545561763,plated and available for follow-up,https://reframedb.org//compound_data/NGBKFLTYGSREKK;qid=Q27156387
