smile,canonical_ikey,name,source,source_id,status,reframedb_url
CN(CC(=O)NO)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O,QKIVRALZQSUWHH,LG-32001; idrapril,Chempartner,SP-0017572-119,plated and available for follow-up,https://reframedb.org//compound_data/QKIVRALZQSUWHH;qid=Q27251875
O=C(O)C[C@H]1CCCCN1C(=O)/C=C/c1c(-c2ccccc2)nn2ccccc12,UWTYIJJJSYDUQM,FK 352; FK-352,Chempartner,SP-0017681-133,plated and available for follow-up,https://reframedb.org//compound_data/UWTYIJJJSYDUQM;qid=nan
Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,QQBJVZITBVPJOA,SE 063,Chempartner,SP-0017638-184,plated and available for follow-up,https://reframedb.org//compound_data/QQBJVZITBVPJOA;qid=nan
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,QVLZVRFIGXNZMN,AZD-3778; AZ-10565259,Chempartner,SP-0016258-076,plated and available for follow-up,https://reframedb.org//compound_data/QVLZVRFIGXNZMN;qid=Q27074740
CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,AEKNYBWUEYNWMJ,Azoline; pramiconazole,Chempartner,SP-0017717-184,plated and available for follow-up,https://reframedb.org//compound_data/AEKNYBWUEYNWMJ;qid=Q76149136
O=[Sb+](O)O,LYJYFNXPENZHMQ,Meglumine antimoniate,Carbosynth,MM443543,plated and available for follow-up,https://reframedb.org//compound_data/LYJYFNXPENZHMQ;qid=nan
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,JLEBZPBDRKPWTD,Niagen; Nicotinamide riboside,ChemSpace,T6220,plated and available for follow-up,https://reframedb.org//compound_data/JLEBZPBDRKPWTD;qid=Q3334152
CCC(Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,ZHKNLJLMDFQVHJ,Pemafibrate; Parmodia,MedChem Express,HY-17618A,plated and available for follow-up,https://reframedb.org//compound_data/ZHKNLJLMDFQVHJ;qid=Q27251943
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,RZXLPPRPEOUENN,Miticide K 101,Pharmaron,PH-CBR-2016-003-HVAC-08564-0,plated and available for follow-up,https://reframedb.org//compound_data/RZXLPPRPEOUENN;qid=Q2964122
C#Cc1cccc(Nc2ncnc3ccc(NC(=O)N(C)Cc4cccc(F)c4)cc23)c1,JXHNEWSZGPMGBF,Theliatinib,Pharmaron,PH-CBR-2016-003-HVAC-13907-0,plated and available for follow-up,https://reframedb.org//compound_data/JXHNEWSZGPMGBF;qid=nan
CCC(C/C=C/c1ccccc1)(c1ccc(Cl)cc1)N(C)C,HMTRSNDBAJGKGC,JO-1870,Pharmaron,PH-CBR-2016-003-HVAC-04067-0,plated and available for follow-up,https://reframedb.org//compound_data/HMTRSNDBAJGKGC;qid=nan
CCCCCCCCCCCCCCOc1ccc(C(=O)OCC(F)(F)F)o1,NALOAGRNAZYCSP,DRM-01,Pharmaron,PH-CBR-2016-003-HVAC-13881-0,plated and available for follow-up,https://reframedb.org//compound_data/NALOAGRNAZYCSP;qid=nan
C1=C(c2ccc(CN3CCCCC3)cc2)N2CCN=C2c2ccccc21,WJUGGKGTCAVATA,SDZ-62-434,Pharmaron,PH-CBR-2016-003-HVAC-10826-0,plated and available for follow-up,https://reframedb.org//compound_data/WJUGGKGTCAVATA;qid=nan
CC(C(=O)O)c1ccc(Oc2nccs2)cc1,RXZTWBVFHQLTBU,156-S; zoliprofen,Pharmaron,PH-CBR-2016-003-HVAC-01218-0,plated and available for follow-up,https://reframedb.org//compound_data/RXZTWBVFHQLTBU;qid=Q27281063
COc1ccc(CC(C)NCC(O)c2ccc(O)c(CO)c2)cc1,VPMWDFRZSIMDKW,AH-3923; salmefamol,Pharmaron,PH-CBR-2016-003-HVAC-05603-0,plated and available for follow-up,https://reframedb.org//compound_data/VPMWDFRZSIMDKW;qid=Q27108212
CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@H](F)C1,MYBGWENAVMIGMM,"MK-0731; (2S)-4-(2,5-difluorophenyl)-N-[(3R,4S)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-N-methyl-2-phenyl-2,5-dihydro-1H-pyrrole-1-carboxamide",Pharmaron,PH-CBR-2016-003-HVAC-06338-0,plated and available for follow-up,https://reframedb.org//compound_data/MYBGWENAVMIGMM;qid=Q27097270
C#Cc1ccc(-c2ccccc2F)cc1,YETULFFXNIHQLK,Fluretofen,Pharmaron,PH-CBR-2016-003-HVAC-08759-0,plated and available for follow-up,https://reframedb.org//compound_data/YETULFFXNIHQLK;qid=Q27270592
CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1O,YPQVDFLBDPTGLB,Cethexonium bromide,Pharmaron,PH-CBR-2016-003-HVAC-09013-0,plated and available for follow-up,https://reframedb.org//compound_data/YPQVDFLBDPTGLB;qid=Q27252953
C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1,LBRNZQRZDLLIHL,Bibenzonium Bromide,Pharmaron,PH-CBR-2016-003-HVAC-09728-0,plated and available for follow-up,https://reframedb.org//compound_data/LBRNZQRZDLLIHL;qid=Q27289637
CC(C(=O)O)c1ccc(C2=CCCCC2)cc1,CVBPQTZKZQWEFX,Tetriprofen,Jubilant Chemsys,P866-J03247-179,plated and available for follow-up,https://reframedb.org//compound_data/CVBPQTZKZQWEFX;qid=Q27270631
CN(O)C(=O)CCc1ccc2c(c1)C(=O)c1ccccc1CO2,JBBIBEHATNQSPR,HP 977,Pharmaron,PH-CBR-2016-003-HVAC-11429-0,plated and available for follow-up,https://reframedb.org//compound_data/JBBIBEHATNQSPR;qid=nan
CC(=O)N1CCN(C(=O)c2ccc(Nc3nccc(-c4ccc(Cl)cc4)n3)cc2)CC1,YCOOGLSVZRCSMP,AS-602868,Pharmaron,PH-CBR-2016-003-HVAC-11934-0,plated and available for follow-up,https://reframedb.org//compound_data/YCOOGLSVZRCSMP;qid=nan
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc4ccccc4c3)cc2)nc(Cl)c1CC(=O)O,CUNNBJJEJUDKNN,AP-768,Pharmaron,PH-CBR-2016-003-HVAC-12395-0,plated and available for follow-up,https://reframedb.org//compound_data/CUNNBJJEJUDKNN;qid=nan
CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,BNVPFDRNGHMRJS,JNJ-40346527; edicotinib,Pharmaron,PH-CBR-2016-003-HVAC-12449-0,plated and available for follow-up,https://reframedb.org//compound_data/BNVPFDRNGHMRJS;qid=Q27893923
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,LGWACEZVCMBSKW,GDC-0084; paxalisib,Pharmaron,PH-CBR-2016-003-HVAC-12498-0,plated and available for follow-up,https://reframedb.org//compound_data/LGWACEZVCMBSKW;qid=nan
Oc1c(Cc2ccccc2)ccc2ccccc12,CZTSOXCSVFEFIK,DUP 654; DuP-654,Pharmaron,PH-CBR-2016-003-HVAC-12986-0,plated and available for follow-up,https://reframedb.org//compound_data/CZTSOXCSVFEFIK;qid=Q27271842
CCCCCCCCN=c1ccn(CCCCCCCC)cc1,RGTPDNXJDCPXAB,Pirtenidine,Pharmaron,PH-CBR-2016-003-HVAC-13236-0,plated and available for follow-up,https://reframedb.org//compound_data/RGTPDNXJDCPXAB;qid=Q27288737
Cc1nc(Cn2cnc3c2c(=O)[nH]c(=O)n3C)no1,RYQVRAILJXPCMZ,CH 13584,Pharmaron,PH-CBR-2016-003-HVAC-13255-0,plated and available for follow-up,https://reframedb.org//compound_data/RYQVRAILJXPCMZ;qid=Q27286013
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,PSTVHRSUNBSVIJ,Hexethal,Pharmaron,PH-CBR-2016-003-HVAC-13145-0,plated and available for follow-up,https://reframedb.org//compound_data/PSTVHRSUNBSVIJ;qid=Q27887323
CC(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC(=O)N[C@H](C)C(=O)NCC(N)=O,GFJRASPBQLDRRY,ZP 123; Rotigaptide,WuXi,CBR-HVAC-00376,plated and available for follow-up,https://reframedb.org//compound_data/GFJRASPBQLDRRY;qid=Q7370547
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,VSTNNAYSCJQCQI,zipeprol,WuXi,CBR-HVAC-01805,plated and available for follow-up,https://reframedb.org//compound_data/VSTNNAYSCJQCQI;qid=Q4024559
CCOc1cnccc1-c1nc2c(c(CC)nn2C2CCCC2)c(=O)[nH]1,MFKZGAAAKCDLHM,WIN 65579,WuXi,CBR-HVAC-11492,plated and available for follow-up,https://reframedb.org//compound_data/MFKZGAAAKCDLHM;qid=nan
CCC(C)(C)/N=C(/NC#N)N[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,XOYZVGFXSLYSCF,U 89232,WuXi,CBR-HVAC-10822_B,plated and available for follow-up,https://reframedb.org//compound_data/XOYZVGFXSLYSCF;qid=Q83026721
CCC(C)(C)/N=C(/NC#N)N[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,XOYZVGFXSLYSCF,U 89232,WuXi,CBR-HVAC-10822_A,plated and available for follow-up,https://reframedb.org//compound_data/XOYZVGFXSLYSCF;qid=Q83026721
CN(C)CCOCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,UXQDWARBDDDTKG,tromantadine; Viru-Merz,WuXi,CBR-HVAC-00913,plated and available for follow-up,https://reframedb.org//compound_data/UXQDWARBDDDTKG;qid=Q4463719
CCC(=O)O[C@]1(C(=O)SC)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,DRXCUKXWTNOXTD,RS-85095,WuXi,CBR-HVAC-03976,plated and available for follow-up,https://reframedb.org//compound_data/DRXCUKXWTNOXTD;qid=Q27257663
c1ccc2c(c1)cc(-c1nn[nH]n1)c1nnnn12,LIRHINFDFZWXPL,tetrazolast meglumine; MDL-26024GO,WuXi,CBR-HVAC-10813,plated and available for follow-up,https://reframedb.org//compound_data/LIRHINFDFZWXPL;qid=Q27293134
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@](=O)C3)S[C@H]12,FLSUCZWOEMTFAQ,sulopenem; CP-65207,WuXi,CBR-HVAC-11723M1,plated and available for follow-up,https://reframedb.org//compound_data/FLSUCZWOEMTFAQ;qid=Q27294038
COc1ccc2c(c1)CC(CN1CCC3(CC1)C(=O)NCN3c1ccccc1)O2,QSTYMRMEJNQSJW,SU-23397,WuXi,CBR-HVAC-08378_B,plated and available for follow-up,https://reframedb.org//compound_data/QSTYMRMEJNQSJW;qid=Q82069050
N=C(N)c1ccc(-c2csc(N(CCC(=O)O)C3CCN(CC(=O)O)CC3)n2)cc1,LYIQNVKSTSEEEG,SR 121566,WuXi,CBR-HVAC-10637,plated and available for follow-up,https://reframedb.org//compound_data/LYIQNVKSTSEEEG;qid=nan
O=C(O)CCNC(=O)C(CS)Cc1ccccc1,ZCTDTVUDURCGFX,SQ 28603,WuXi,CBR-HVAC-10657,plated and available for follow-up,https://reframedb.org//compound_data/ZCTDTVUDURCGFX;qid=Q82874372
O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,FJCZHMXAGBYXHJ,spiroglumide; CR-2194,WuXi,CBR-HVAC-02692_B,plated and available for follow-up,https://reframedb.org//compound_data/FJCZHMXAGBYXHJ;qid=Q27277451
O=C(NCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1cc2cccc(OCc3cccnc3)c2cc1O,ZBOYHAZRFJBUEL,SOA 132,WuXi,CBR-HVAC-10994,plated and available for follow-up,https://reframedb.org//compound_data/ZBOYHAZRFJBUEL;qid=nan
COc1ccc(C2Sc3ccccc3N(CCN(C)C(C)C)C(=O)C2OC(C)=O)cc1,VVZILLNNYUUOIY,Siratiazem,WuXi,CBR-HVAC-13195,plated and available for follow-up,https://reframedb.org//compound_data/VVZILLNNYUUOIY;qid=Q27275467
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(-c3ccco3)nn12,JZAMQDDHRXHDFR,SCH-412348,WuXi,CBR-HVAC-11779,plated and available for follow-up,https://reframedb.org//compound_data/JZAMQDDHRXHDFR;qid=nan
C=C[C@]1(C)C[C@@H](OC(=O)CSC23CCN(CC2)CC3)[C@]2(C)C3C(=O)CC[C@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,YCLRVZOPBZJOCL,SB 268091,WuXi,CBR-HVAC-11292,plated and available for follow-up,https://reframedb.org//compound_data/YCLRVZOPBZJOCL;qid=nan
Cc1cccc(S(=O)(=O)Nc2ccc(C)n(CC(=O)NCCONC(=N)N)c2=O)c1,GHCPCZIUEYRYJT,RWJ-445167; 3DP-10017,WuXi,CBR-HVAC-05201,plated and available for follow-up,https://reframedb.org//compound_data/GHCPCZIUEYRYJT;qid=nan
CCCCC/C(=C\C=C\C(=O)N[C@H](C)CCCc1cccnc1)c1ccc(OC)cc1,HLCHRSFXEXAMLU,Ro-24-0238,WuXi,CBR-HVAC-03841,plated and available for follow-up,https://reframedb.org//compound_data/HLCHRSFXEXAMLU;qid=nan
Cc1cc(S(C)(=O)=O)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,GROMEQPXDKRRIE,EMD-87580; Rimeporide,BioDuro,CBR-HVAC-04910,plated and available for follow-up,https://reframedb.org//compound_data/GROMEQPXDKRRIE;qid=Q21098945
CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,VXYZBLXGCYNIHP,RBX-11160; arterolane maleate,WuXi,CBR-HVAC-06006,plated and available for follow-up,https://reframedb.org//compound_data/VXYZBLXGCYNIHP;qid=Q3347765
CCCCCCCCCCCC(=O)O[C@@H]1C[C@@H](CCOc2ccccc2CCc2cccc(OC)c2)N(C)C1,ZVCROHONSVCKKH,R 102444,WuXi,CBR-HVAC-11051,plated and available for follow-up,https://reframedb.org//compound_data/ZVCROHONSVCKKH;qid=nan
CN1Cc2cc(C3=NNC(=O)CC3)ccc2NC1=O,SUCNEHPNQBBVHQ,RGW-2938; prinoxodan,WuXi,CBR-HVAC-03704,plated and available for follow-up,https://reframedb.org//compound_data/SUCNEHPNQBBVHQ;qid=Q27292299
CC(C)C[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)N1CCC[C@H]1C(N)=O,DPNGIIPSQYKWQA,posatirelin; Pyladox,WuXi,CBR-HVAC-13548,plated and available for follow-up,https://reframedb.org//compound_data/DPNGIIPSQYKWQA;qid=Q27266691
N=C(N)NCCC[C@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CSSC[C@@H](NC(=O)[C@H](CCCNC(N)=O)NC1=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N2,VXSAWYQPSAXLAT,POL-2438,WuXi,CBR-HVAC-13454,plated and available for follow-up,https://reframedb.org//compound_data/VXSAWYQPSAXLAT;qid=nan
CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,NKJQZSDCCLDOQH,Piroheptine,WuXi,CBR-HVAC-01676,plated and available for follow-up,https://reframedb.org//compound_data/NKJQZSDCCLDOQH;qid=Q7198067
NC(=O)C1CC(=O)NCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1,HNDAPGXWFDLKOJ,Pharmaprojects No. 1890,WuXi,CBR-HVAC-08181,plated and available for follow-up,https://reframedb.org//compound_data/HNDAPGXWFDLKOJ;qid=Q82885347
CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,MIFYHUACUWQUKT,Penicillin N,WuXi,CBR-HVAC-10323,plated and available for follow-up,https://reframedb.org//compound_data/MIFYHUACUWQUKT;qid=Q27125767
COc1ccc2c(c1)C(/C=C/C(C)=C/C(=O)O)=CC(C)(C)CO2,FVGXANXBVWECQE,EMD-336340; oxeglitazar,WuXi,CBR-HVAC-05388,plated and available for follow-up,https://reframedb.org//compound_data/FVGXANXBVWECQE;qid=Q27283049
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)OCCCCO[N+](=O)[O-],QBBIDMMGINYIJJ,NCX-6560,WuXi,CBR-HVAC-06470,plated and available for follow-up,https://reframedb.org//compound_data/QBBIDMMGINYIJJ;qid=nan
CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,AAKDPDFZMNYDLR,MOR 14,WuXi,CBR-HVAC-13198,plated and available for follow-up,https://reframedb.org//compound_data/AAKDPDFZMNYDLR;qid=Q83126058
CCCc1c2nc(C(=O)O)cc(NC)c2cc2c(=O)cc(C(=O)O)oc12,RMPRGCBYQSAAAZ,Minocromil,WuXi,CBR-HVAC-02489,plated and available for follow-up,https://reframedb.org//compound_data/RMPRGCBYQSAAAZ;qid=Q27277569
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,GZENKSODFLBBHQ,Medrysone,WuXi,CBR-HVAC-13068,plated and available for follow-up,https://reframedb.org//compound_data/GZENKSODFLBBHQ;qid=Q6807292
Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,KWSPYUOBNIMILB,LY 510929; LY-510929,WuXi,CBR-HVAC-05421_B,plated and available for follow-up,https://reframedb.org//compound_data/KWSPYUOBNIMILB;qid=Q27083197
CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC,MJCKISCWHDATBN,lintopride; STIL-2875,WuXi,CBR-HVAC-03542,plated and available for follow-up,https://reframedb.org//compound_data/MJCKISCWHDATBN;qid=Q27275109
CN[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,AMXGKMSRYLZAEO,GRT-13106G; lexanopadol hemicitrate,Chempartner,CBR-HVAC-12729,plated and available for follow-up,https://reframedb.org//compound_data/AMXGKMSRYLZAEO;qid=Q27276677
CCCCCO[C@]1(CO)OC[C@@H](O)[C@@H](O)[C@@H]1O,GVZJUMUDPZSVPG,KG-32,WuXi,CBR-HVAC-00944,plated and available for follow-up,https://reframedb.org//compound_data/GVZJUMUDPZSVPG;qid=Q82997196
COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,JXDYOSVKVSQGJM,JNJ-26483327,WuXi,CBR-HVAC-06228,plated and available for follow-up,https://reframedb.org//compound_data/JXDYOSVKVSQGJM;qid=nan
COc1cc(N(C)C(=O)C(=O)c2c(C)n(Cc3ccc(Cl)cc3)c3ccc(Cl)cc23)ccn1,XEVIOGIJAOMNEC,IW6118,WuXi,CBR-HVAC-13445,plated and available for follow-up,https://reframedb.org//compound_data/XEVIOGIJAOMNEC;qid=nan
CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O,MBTVYJMYUXRELB,ISF-402,WuXi,CBR-HVAC-13364,plated and available for follow-up,https://reframedb.org//compound_data/MBTVYJMYUXRELB;qid=nan
CC(C)NC(=O)c1no[n+]([O-])c1C(=O)NC(C)C,JSKUFGFVEPNZDX,ipramidil,WuXi,CBR-HVAC-07934,plated and available for follow-up,https://reframedb.org//compound_data/JSKUFGFVEPNZDX;qid=Q27273430
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,DLVOSEUFIRPIRM,Hydrocortisone cypionate,WuXi,CBR-HVAC-13290,plated and available for follow-up,https://reframedb.org//compound_data/DLVOSEUFIRPIRM;qid=Q27106891
CC(C)CCCC(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(CCCC(=O)O)cc1,XOIHMEPURGXCQM,HSR 284,WuXi,CBR-HVAC-10617,plated and available for follow-up,https://reframedb.org//compound_data/XOIHMEPURGXCQM;qid=nan
CCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O,UHKZNDVUBSEJJO,HP 228; HP-228,WuXi,CBR-HVAC-12886,plated and available for follow-up,https://reframedb.org//compound_data/UHKZNDVUBSEJJO;qid=nan
C[C@]12CC[C@H]3[C@@H]([C@@H](O)C=C4C[C@@H](O)CC[C@]43C)[C@@H]1CC[C@@H]2O,OEVZKEVBDIDVOI,Reversionex; beta-AET,WuXi,CBR-HVAC-05412,plated and available for follow-up,https://reframedb.org//compound_data/OEVZKEVBDIDVOI;qid=Q27158741
N=C(NO)N/N=C/c1c(Cl)cccc1Cl,QKIQJNNDIWGVEH,guanoxabenz,WuXi,CBR-HVAC-01978,plated and available for follow-up,https://reframedb.org//compound_data/QKIQJNNDIWGVEH;qid=Q12745351
NC[C@H]1O[C@@H](n2nc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O,LTTBFVDMHCIDPM,GP 515,WuXi,CBR-HVAC-10486,plated and available for follow-up,https://reframedb.org//compound_data/LTTBFVDMHCIDPM;qid=Q83031606
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,XURCMZMFZXXQDJ,Gestonorone caproate,WuXi,CBR-HVAC-13071,plated and available for follow-up,https://reframedb.org//compound_data/XURCMZMFZXXQDJ;qid=Q11320734
CCOc1ccc2c(c1)NCC2(C)C,ITLRQEKXUKZTPG,FS-205-397,WuXi,CBR-HVAC-03827,plated and available for follow-up,https://reframedb.org//compound_data/ITLRQEKXUKZTPG;qid=Q82007096
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,PXLPCZJACKUXGP,Etoprine,WuXi,CBR-HVAC-09167,plated and available for follow-up,https://reframedb.org//compound_data/PXLPCZJACKUXGP;qid=Q27258296
CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(OC)cc3)O2)cc1,KLEPCGBEXOCIGS,R-55104; erbulozole,WuXi,CBR-HVAC-03844,plated and available for follow-up,https://reframedb.org//compound_data/KLEPCGBEXOCIGS;qid=Q76393578
CCN(C(=O)CNC(=O)C(CCS(C)=O)NC(=O)C(N)Cc1ccc(O)cc1)C(Cc1ccccc1)C(=O)NNC(C)=O,DGRBIBZHQFWCCU,EK 399,WuXi,CBR-HVAC-10380,plated and available for follow-up,https://reframedb.org//compound_data/DGRBIBZHQFWCCU;qid=nan
c1ccc2cc(C34CNCC3C4)ccc2c1,HKHCSWPSUSWGLI,Centanafadine; centanafadine hydrochloride,WuXi,CBR-HVAC-00684,plated and available for follow-up,https://reframedb.org//compound_data/HKHCSWPSUSWGLI;qid=Q27276010
Cc1c(O)c(C)c2sc(NCc3ccc(S(N)(=O)=O)cc3)nc2c1C,IKIAJUVGDUYASS,E-6080,WuXi,CBR-HVAC-03898,plated and available for follow-up,https://reframedb.org//compound_data/IKIAJUVGDUYASS;qid=Q82006767
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1(C)CN,FBFAUZJZQKXEGH,DW 286; DW-286,WuXi,CBR-HVAC-07768,plated and available for follow-up,https://reframedb.org//compound_data/FBFAUZJZQKXEGH;qid=nan
CC#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1,FITWYAUFKJXWPL,Dopropidil; CERM-4205,WuXi,CBR-HVAC-03792,plated and available for follow-up,https://reframedb.org//compound_data/FITWYAUFKJXWPL;qid=Q27287156
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,MSYUMPGNGDNTIQ,Dixyrazine,WuXi,CBR-HVAC-09783,plated and available for follow-up,https://reframedb.org//compound_data/MSYUMPGNGDNTIQ;qid=Q2759774
COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC,KZOFCELNVLSKGC,DH-6615,WuXi,CBR-HVAC-13645,plated and available for follow-up,https://reframedb.org//compound_data/KZOFCELNVLSKGC;qid=nan
CCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@]21C,DRSFVGQMPYTGJY,Eclar; deprodone propionate,WuXi,CBR-HVAC-12780,plated and available for follow-up,https://reframedb.org//compound_data/DRSFVGQMPYTGJY;qid=Q27288523
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,QERUYFVNIOLCHV,Darodipine; dazodipine,WuXi,CBR-HVAC-12850,plated and available for follow-up,https://reframedb.org//compound_data/QERUYFVNIOLCHV;qid=Q5224165
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CCC)c1=O,IWZAITCKZZQXCV,CVT-5299,WuXi,CBR-HVAC-12006,plated and available for follow-up,https://reframedb.org//compound_data/IWZAITCKZZQXCV;qid=nan
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,MVLBCBPGBUAVJQ,Cloticasone propionate,WuXi,CBR-HVAC-08774,plated and available for follow-up,https://reframedb.org//compound_data/MVLBCBPGBUAVJQ;qid=Q27263558
Cc1nccn1CC1CCc2c(c3cccc4c3n2CCC4)C1=O,NCNFDKWULDWJDS,Calmactin; Cilansetron,WuXi,CBR-HVAC-02716_B,plated and available for follow-up,https://reframedb.org//compound_data/NCNFDKWULDWJDS;qid=Q5119931
Cc1ccc(S(=O)(=O)NCl)cc1,NXTVQNIVUKXOIL,CHLORAMINE T,WuXi,CBR-HVAC-13340,plated and available for follow-up,https://reframedb.org//compound_data/NXTVQNIVUKXOIL;qid=Q27124208
COc1ccc2c(c1OC)CCC(NC(C)C(O)c1ccc(O)cc1)C2,JWRFCMVNMCTPJC,CHF-1255,WuXi,CBR-HVAC-04126,plated and available for follow-up,https://reframedb.org//compound_data/JWRFCMVNMCTPJC;qid=Q82908666
CC(C)(C#N)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@@]4(C)[C@H]3CC[C@@]12C,OESNKOKTKJVMIR,CGP 53153,WuXi,CBR-HVAC-11422,plated and available for follow-up,https://reframedb.org//compound_data/OESNKOKTKJVMIR;qid=nan
